,title,id,year,imdbid,rating,lgbtq_keywords_num,keywords_num
4329,A Very Long Engagement,1670,2004,0344510,3,0,395
4330,Spider-Man 2,1731,2004,0316654,1,0,350
4331,A Cinderella Story,1740,2004,0356470,3,0,104
4332,Der Untergang (Downfall),1748,2004,0363163,3,0,447
4333,Appleseed,1763,2004,0401233,3,0,36
4334,Or,1798,2004,0388311,3,0,73
4335,Finding Neverland,1871,2004,0308644,3,0,124
4336,Terkel i knibe,1890,2004,0386820,1,0,72
4337,Closer,2032,2004,0376541,3,0,194
4338,"Terminal, The",2035,2004,0362227,1,0,172
4339,My Summer of Love,2041,2004,0382189,3,1,140
4340,Lemony Snicket&#39;s A Series of Unfortunate Events,2047,2004,0339291,3,0,241
4341,Immortal (Ad Vitam),2080,2004,0314063,3,0,68
4342,AVP: Alien vs. Predator,2240,2004,0370263,3,0,138
4343,Sideways,2249,2004,0375063,3,0,143
4344,Garden State,2266,2004,0333766,3,0,337
4345,Napoleon Dynamite,2323,2004,0374900,1,0,190
4346,Harry Potter and the Prisoner of  Azkaban,2333,2004,0304141,3,0,401
4347,Team America: World Police,2386,2004,0372588,2,0,217
4348,A Good Woman,2441,2004,0379306,3,0,158
4349,"Phantom of the Opera, The",2448,2004,0293508,2,0,200
4350,Hana and Alice,2452,2004,0407851,3,0,41
4351,A Home at the End of The World,2501,2004,0359423,3,3,204
4352,Palindromes,2503,2004,0362004,1,1,233
4353,Duck Season,2514,2004,0407246,1,1,33
4354,Collateral,2544,2004,0369339,1,0,167
4355,Saving Face,2608,2004,0384504,3,3,295
4356,Vera Drake,2612,2004,0383694,3,0,144
4357,Three... Extremes,2768,2004,0420251,3,0,77
4358,Mysterious Skin,2817,2004,0370986,1,4,403
4359,Head-On,2871,2004,0347048,3,0,284
4360,Cellular,2921,2004,0337921,3,0,116
4361,"Final Cut, The",2946,2004,0364343,2,0,201
4362,With Blood on My Hands: Pusher II,2995,2004,0396184,3,0,71
4363,Notre musique,3040,2004,0360845,1,0,16
4364,Ray,3130,2004,0350258,3,0,278
4365,Dawn of the Dead,3153,2004,0363547,3,0,253
4366,New York Minute,3198,2004,0363282,3,0,85
4367,2046,3234,2004,0212712,3,0,55
4368,"Aviator, The",3261,2004,0338751,1,0,311
4369,Maria Full of Grace,3311,2004,0390221,3,0,125
4370,A Love Song for Bobby Long,3314,2004,0369672,3,0,121
4371,"Third Society, The",3423,2004,0221637,1,0,2
4372,Scooby Doo 2: Monsters Unleashed,3450,2004,0331632,3,0,166
4373,Raising Helen,3454,2004,0350028,3,0,47
4374,Kung Fu Hustle,3554,2004,0373074,0,0,316
4375,3-Iron,3557,2004,0423866,1,0,59
4376,"Spirit of Jeet Kune Do, The",3565,2004,0390205,1,0,22
4377,Crash,3609,2004,0375679,3,0,297
4378,"Grudge, The",3642,2004,0391198,3,0,117
4379,13 Going on 30,3656,2004,0337563,3,0,158
4380,They Came Back,3705,2004,0378661,3,0,22
4381,"Place Promised in Our Early Days, The",3772,2004,0381348,1,0,30
4382,Tales From The Crapper,3833,2004,0338479,3,1,43
4383,"Polar Express, The",3971,2004,0338348,1,0,140
4384,Layer Cake,4011,2004,0375912,1,1,318
4385,Connie and Carla,4059,2004,0345074,3,0,15
4386,Gladiatress,4083,2004,0339072,3,0,51
4387,Nochnoy dozor (Night Watch),4249,2004,0403358,1,0,255
4388,Ginger Snaps 2: Unleashed,4292,2004,0353489,3,0,52
4389,White Chicks,4298,2004,0381707,3,0,55
4390,Hellboy,4338,2004,0167190,1,0,206
4391,He Was Cool (Geunomeun meoshiteotda),4368,2004,0415819,3,0,1
4392,Crimes of Fashion,4389,2004,0414923,3,0,5
4393,"Life Aquatic with Steve Zissou, The",4408,2004,0362270,2,0,226
4394,Home on the Range,4438,2004,0299172,3,0,214
4395,Bratz the Video: Starrin&#39; &amp; Stylin&#39;,4453,2004,1469259,3,0,11
4396,Taxi,4486,2004,0316732,3,0,69
4397,Eulogy,4524,2004,0349416,3,0,32
4398,Secret Window,4525,2004,0363988,1,0,293
4399,Raise Your Voice,6150,2004,0361696,3,0,47
4400,Caribe,4565,2004,0439491,3,0,5
4401,Bride and Prejudice,4571,2004,0361411,3,0,68
4402,Nemmeno il destino,4587,2004,0435224,1,0,34
4403,Nina,4630,2004,0399412,3,0,32
4404,House of Voices (Saint Ange),4726,2004,0367000,3,0,52
4405,Creep,4696,2004,0381966,3,0,119
4406,"Holy Girl, The",4828,2004,0300270,3,0,28
4407,"Village, The",4842,2004,0368447,3,0,89
4408,Bridget Jones: The Edge of Reason,4928,2004,0317198,3,1,52
4409,Shark Tale,4979,2004,0307453,1,0,159
4410,In Search of Santa,5038,2004,0439623,3,0,35
4411,Corpses,5047,2004,0409842,3,0,9
4412,Before Sunset,5117,2004,0381681,0,0,202
4413,Dodgeball: A True Underdog Story,5201,2004,0364725,3,1,227
4414,Meet the Fockers,5210,2004,0290002,3,0,163
4415,National Treasure,5336,2004,0368891,2,0,115
4416,Jennifer&#39;s Shadow,5392,2004,0382761,3,0,74
4417,"Librarian: Quest for the Spear, The",5401,2004,0412915,3,0,103
4418,After the Sunset,5550,2004,0367479,3,0,189
4419,Taking Lives,6149,2004,0364045,2,0,337
4420,Dear Frankie,5573,2004,0377752,3,0,144
4421,Jersey Girl,5609,2004,0300051,2,0,120
4422,Bionicle 2: Legends of Metru Nui,5629,2004,0387658,0,0,1
4423,"Machinist, The",5659,2004,0361862,1,0,176
4424,"Perfect Score, The",5673,2004,0314498,3,0,62
4425,She Hate Me,5824,2004,0384533,2,2,67
4426,Being Julia,5877,2004,0340012,3,0,135
4427,Alexander,5920,2004,0346491,1,2,431
4428,Shutter,5952,2004,0440803,1,0,58
4429,Christmas with the Kranks,5968,2004,0388419,3,0,75
4430,Veer-Zaara,5976,2004,0420332,3,0,29
4431,Swades,5988,2004,0367110,3,0,37
4432,Without a Paddle,6008,2004,0364751,3,2,300
4433,Puppet Master vs Demonic Toys,6070,2004,0431340,3,0,18
4434,"Lion King 1 1/2, The",6077,2004,0318403,1,0,98
4435,Mango Kiss,6257,2004,0304377,3,2,18
4436,Barbie as the Princess and the Pauper,6312,2004,0426955,3,0,14
4437,"Prince and Me, The",6700,2004,0337697,1,0,54
4438,All the Ships at Sea,6739,2004,0459175,3,0,4
4439,9 Songs,6748,2004,0411705,0,0,127
4440,"Door in the Floor, The",6842,2004,0348593,1,0,174
4441,Naruto the Movie: Ninja Clash in the Land of Snow,6907,2004,0476680,3,0,14
4442,"Sea Inside, The",6923,2004,0369702,3,0,149
4443,Dead Man&#39;s Shoes,7119,2004,0419677,1,0,100
4444,"Assassination of Richard Nixon, The",7145,2004,0364961,1,0,176
4445,Blessed,7234,2004,0390450,3,0,55
4446,Yu-Gi-Oh!: The Movie,7206,2004,0403703,0,0,71
4447,Romasanta,7342,2004,0374180,2,0,27
4448,Stage Beauty,7471,2004,0368658,2,3,128
4449,"SpongeBob SquarePants Movie, The",7478,2004,0345950,3,0,164
4450,Sleepover,7602,2004,0368975,3,0,77
4451,A Separate Peace,7612,2004,0328400,0,0,170
4452,Before the Fall,7617,2004,0384369,1,0,332
4453,House of D,7639,2004,0372334,1,0,211
4454,Mindhunters,7648,2004,0297284,1,0,197
4455,One Point O,7653,2004,0317042,1,0,20
4456,Dirty Dancing: Havana Nights,7668,2004,0338096,3,0,24
4457,"Punisher, The",7790,2004,0330793,1,1,240
4458,Blade: Trinity,7926,2004,0359013,3,0,146
4459,"Edukators, The",7944,2004,0408777,3,0,263
4460,"Passion of the Christ, The",8132,2004,0335345,3,0,169
4461,Magyar vandor,8545,2004,0370919,0,0,2
4462,Stop Mom Theresa!,8546,2004,0379071,2,0,4
4463,In my country,8680,2004,0349260,3,0,243
4464,Hotel,8610,2004,0415855,3,0,3
4465,MXP: Most Extreme Primate,8888,2004,0330588,1,0,5
4466,Stuck in the Suburbs,8959,2004,0410696,3,0,7
4467,Soul Plane,9120,2004,0367085,3,1,102
4468,Pokemon the Movie: Destiny Deoxys,9191,2004,0435286,1,0,50
4469,Walking Tall,9323,2004,0351977,1,0,206
4470,Marseille,9363,2004,0360779,3,0,15
4471,G.O.R.A.,9425,2004,0384116,2,0,24
4472,Confessions of Teenage Drama Queen,9480,2004,0361467,3,0,57
4473,Skeleton Man,9509,2004,0372832,3,0,22
4474,EuroTrip,9527,2004,0356150,1,1,301
4475,Daniel the Wizard,9685,2004,0421051,1,1,21
4476,M. Kumaran S/O Mahalakshmi,9960,2004,0459449,2,0,10
4477,"Pleasure Drivers, The",21,2005,0425357,3,0,1
4478,Wild Things: Diamonds in the Rough,23,2005,0448179,3,3,59
4479,Batman Begins,40,2005,0372784,1,0,589
4480,Sin City,67,2005,0401792,3,1,439
4481,"Hitchhiker&#39;s Guide to the Galaxy, The",76,2005,0371724,1,0,191
4482,V for Vendetta,89,2005,0434409,3,1,430
4483,Robots,99,2005,0358082,1,0,87
4484,Walk the Line,168,2005,0358273,3,0,137
4485,Serenity,204,2005,0379786,3,0,223
4486,Assault on Precinct 13,218,2005,0398712,3,0,76
4487,Kiss Kiss Bang Bang,229,2005,0373469,1,2,367
4488,Jarhead,250,2005,0418763,0,0,343
4489,Transamerica,262,2005,0407265,3,2,87
4490,Herbie Fully Loaded,328,2005,0400497,3,0,188
4491,Joyeux No&euml;l,330,2005,0424205,0,1,200
4492,Junebug,364,2005,0418773,3,0,210
4493,Man of the House,378,2005,0331933,3,0,89
4494,"Descent, The",379,2005,0435625,3,0,319
4495,Thank You for Smoking,414,2005,0427944,1,0,327
4496,Hard Candy,415,2005,0424136,3,0,308
4497,"Good Night, and Good Luck.",420,2005,0433383,1,1,276
4498,Hide and Seek,461,2005,0382077,3,0,96
4499,"Island, The",517,2005,0399201,3,0,292
4500,Brick,561,2005,0393109,1,0,217
4501,Conversations with Other Women,604,2005,0435623,0,0,20
4502,Star Wars: Episode III - Revenge of the Sith,674,2005,0121766,1,0,414
4503,Water,685,2005,0240200,3,0,209
4504,King Kong,706,2005,0360717,0,0,198
4505,Imagine Me &amp;amp; You,719,2005,0421994,3,4,102
4506,Chinjeolhan geumjassi,735,2005,0451094,3,1,135
4507,North Country,756,2005,0395972,3,1,220
4508,Oliver Twist,788,2005,0380599,1,0,68
4509,"40 Year Old Virgin, The",816,2005,0405422,3,0,216
4510,"Skeleton Key, The",825,2005,0397101,3,0,288
4511,Broken Flowers,865,2005,0412019,3,1,237
4512,Casanova,914,2005,0402894,3,0,220
4513,Into Great Silence,1018,2005,0478160,0,0,42
4514,Sophie Scholl - Die letzten Tage,1044,2005,0426578,3,0,220
4515,"Legend of Zorro, The",1059,2005,0386140,1,0,101
4516,War of the Worlds,1072,2005,0407304,3,0,294
4517,Miss Congeniality 2: Armed &amp; Fabulous,1074,2005,0385307,3,0,153
4518,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",1470,2005,0363771,3,0,229
4519,Factotum,1422,2005,0417658,1,0,137
4520,Saw II,1425,2005,0432348,3,0,159
4521,Angel-A,1275,2005,0473753,0,0,60
4522,Doom,1149,2005,0419706,1,0,223
4523,Kingdom of Heaven,1150,2005,0320661,0,0,175
4524,"Muppets&#39; Wizard of Oz, The",1587,2005,0422778,3,0,30
4525,"New World, The",1532,2005,0402399,3,0,206
4526,"Mostly Unfabulous Social Life of Ethan Green, The",1496,2005,0424287,3,2,22
4527,Corpse Bride,1390,2005,0121164,3,0,126
4528,Just Like Heaven,1396,2005,0425123,3,0,110
4529,AEon Flux,1627,2005,0402022,3,0,95
4530,"Constant Gardener, The",1642,2005,0387131,3,1,235
4531,"Sun, The",1644,2005,0439817,0,0,39
4532,In Her Shoes,1656,2005,0388125,3,0,219
4533,"Squid and the Whale, The",1729,2005,0367089,2,0,207
4534,Waiting...,1753,2005,0348333,3,2,226
4535,A Bittersweet Life (Dalkomhan insaeng),1761,2005,0456912,2,0,87
4536,Sky High,1819,2005,0405325,3,0,123
4537,"Jacket, The",1872,2005,0366627,2,0,81
4538,"Adventures of Sharkboy and Lavagirl 3-D, The",1907,2005,0424774,1,0,101
4539,Danny the dog,1913,2005,0342258,1,0,161
4540,"Sisterhood of the Traveling Pants, The",1922,2005,0403508,3,0,157
4541,Mrs Palfrey at The Claremont,1951,2005,0421229,3,0,73
4542,"Call of Cthulhu, The",2024,2005,0478988,0,0,52
4543,Brokeback Mountain,2037,2005,0388795,2,7,367
4544,Lord of War,2072,2005,0399295,2,0,231
4545,Me and You and Everyone We Know,2233,2005,0415978,3,0,38
4546,Enron: The Smartest Guys in the Room,2254,2005,1016268,1,0,81
4547,Wedding Crashers,2270,2005,0396269,3,1,352
4548,Red Eye,2290,2005,0421239,3,0,175
4549,Shopgirl,2291,2005,0338427,2,0,199
4550,Domino,2292,2005,0421054,3,0,142
4551,Kinky Boots,2293,2005,0434124,3,1,128
4552,Harry Potter and the Goblet of Fire,2334,2005,0330373,1,0,470
4553,Cinderella Man,2351,2005,0352248,2,0,158
4554,Nana,2369,2005,0471834,3,0,69
4555,Happy Endings,2398,2005,0361693,3,1,198
4556,Rent,2412,2005,0294870,3,3,311
4557,Charlie and the Chocolate Factory,2417,2005,0367594,3,0,529
4558,Sisters in Law,2458,2005,0474361,3,0,0
4559,Flightplan,2509,2005,0408790,3,0,243
4560,Strangers with Candy,2511,2005,0369994,3,1,26
4561,Fun with Dick and Jane,2518,2005,0369441,3,0,29
4562,Dark Water,2522,2005,0382628,3,0,122
4563,Fantastic Four,2541,2005,0120667,1,0,199
4564,Tristram Shandy: A Cock and Bull Story,2559,2005,0423409,2,0,49
4565,"Ballad of Jack and Rose, The",2568,2005,0357110,3,0,124
4566,Coach Carter,2575,2005,0393162,3,0,75
4567,Fingersmith,2603,2005,0423651,3,2,38
4568,Tideland,2630,2005,0410764,3,0,309
4569,Dear Wendy,2687,2005,0342272,1,0,185
4570,Hoodwinked!,2739,2005,0443536,3,0,85
4571,Nine Lives,2933,2005,0420015,3,0,175
4572,L&#39;empire des loups,3046,2005,0402158,3,0,27
4573,Final Fantasy VII: Advent Children,3053,2005,0385700,3,0,41
4574,Madagascar,3149,2005,0351283,0,0,120
4575,Isolation,3184,2005,0446719,1,0,42
4576,Memoirs of a Geisha,3237,2005,0397535,3,0,65
4577,Hustle &amp; Flow,3246,2005,0410097,3,0,142
4578,MirrorMask,3266,2005,0366780,3,0,136
4579,Proof,3430,2005,0377107,3,0,152
4580,Mr. &amp; Mrs. Smith,3619,2005,0356910,2,0,414
4581,"Devil&#39;s Rejects, The",3628,2005,0395584,3,0,416
4582,House of the Dead 2,3631,2005,0435665,3,0,75
4583,"Ring Two, The",3660,2005,0377109,3,0,61
4584,Ice Princess,3677,2005,0396652,3,0,48
4585,Constantine,3697,2005,0360486,1,0,331
4586,Hostel,3698,2005,0450278,1,0,271
4587,"Yours, Mine and Ours",3727,2005,0443295,3,0,92
4588,"Wedding Date, The",3767,2005,0372532,3,0,38
4589,Legion of the Dead,3843,2005,0441041,3,0,12
4590,Capote,3991,2005,0379725,3,2,377
4591,Beauty Shop,3995,2005,0388500,3,0,61
4592,Barbie: Fairytopia,4039,2005,0450982,3,0,12
4593,Match Point,4077,2005,0416320,3,0,75
4594,Hitch,4113,2005,0386588,2,1,75
4595,Kids in America,4118,2005,0408961,3,3,26
4596,Must Love Dogs,4150,2005,0417001,2,0,78
4597,Single White Female 2: The Psycho,4171,2005,0448120,3,0,25
4598,Twelve and Holding,4178,2005,0417385,3,0,156
4599,BloodRayne,4218,2005,0383222,3,0,287
4600,Rumor Has It...,4229,2005,0398375,3,0,160
4601,Stealth,4233,2005,0382992,1,0,225
4602,Vampire Bats,4234,2005,0473105,3,0,67
4603,Pride and Prejudice,4254,2005,0414387,3,0,86
4604,Hate Crime,4339,2005,0415833,2,2,220
4605,Bratz: Rock Angelz,4352,2005,0492571,3,0,6
4606,"Proposition, The",5455,2005,0421238,1,0,299
4607,"Fog, The",4386,2005,0432291,3,0,189
4608,Adam &amp; Steve,4454,2005,0372122,3,2,229
4609,Munich,4518,2005,0408306,1,0,383
4610,"Exorcism of Emily Rose, The",4528,2005,0404032,3,0,214
4611,Bewitched,4593,2005,0374536,3,0,115
4612,"Three Burials of Melquiades Estrada, The",4629,2005,0419294,3,0,252
4613,20 centimetros,4648,2005,0421528,3,1,47
4614,Cursed,4676,2005,0257516,3,1,244
4615,Paradise Now,4724,2005,0445620,1,0,163
4616,"Amityville Horror, The",4688,2005,0384806,3,0,122
4617,Son of the Mask,4711,2005,0362165,1,0,125
4618,Last Order: Final Fantasy VII,4718,2005,0489134,0,0,2
4619,Boynton Beach Club,4747,2005,0439478,3,0,14
4620,Le couperet,4761,2005,0422015,3,0,59
4621,White Noise,4769,2005,0375210,1,0,108
4622,Separate Lies,4783,2005,0369053,1,0,48
4623,Keeping Mum,4798,2005,0444653,3,0,205
4624,Transporter 2,4795,2005,0388482,1,0,143
4625,Gespenster,4834,2005,0419773,3,0,1
4626,Adam&#39;s Apples,4961,2005,0418455,0,0,198
4627,Boogeyman,4968,2005,0357507,2,0,50
4628,Rings,4992,2005,0449092,1,0,15
4629,Sweet Land,5012,2005,0428038,3,0,137
4630,Tjenare kungen,5030,2005,0423382,3,0,71
4631,Boy Eats Girl,5046,2005,0415679,2,0,62
4632,Die You Zombie Bastards!,5051,2005,0349349,1,0,32
4633,Mortuary,5059,2005,0415167,3,0,93
4634,Lords of Dogtown,5103,2005,0355702,2,0,121
4635,Zathura: A Space Adventure,5112,2005,0406375,0,0,200
4636,Barbie and the Magic of Pegasus,5166,2005,0480345,3,0,42
4637,"Aura, The",5178,2005,0420509,1,0,22
4638,Star Wars: Revelations,5252,2005,0457489,3,0,13
4639,Valiant,5302,2005,0361089,1,0,53
4640,Turtles Are Surprisingly Fast Swimmers,5372,2005,0455577,3,0,1
4641,Gekijoban XXXHolic Manatsu no yoru no yume,5395,2005,0466405,3,0,4
4642,Urban Legends: Bloody Mary,5463,2005,0451957,3,0,202
4643,Swimmers,5498,2005,0384573,3,0,2
4644,Romance &amp; Cigarettes,5524,2005,0368222,3,0,142
4645,Bad Reputation,5547,2005,0478976,3,0,61
4646,C.R.A.Z.Y.,5697,2005,0401085,3,5,334
4647,Fr&aacute;giles (Fragile),5747,2005,0422272,3,0,74
4648,A History of Violence,5800,2005,0399146,3,0,278
4649,"Violin, The",5886,2005,0451966,1,0,23
4650,Breakfast on Pluto,6014,2005,0411195,2,1,273
4651,Rinne,6121,2005,0456630,3,0,121
4652,Die Hohle des gelben Hundes,6170,2005,0432325,3,0,61
4653,"Prize Winner of Defiance, Ohio, The",6212,2005,0406158,3,0,175
4654,"Longest Yard, The",6403,2005,0398165,1,0,132
4655,Funky Forest: The First Contact,6414,2005,0451829,3,0,28
4656,Little Manhattan,6485,2005,0412922,3,0,98
4657,"Pacifier, The",6503,2005,0395699,3,0,196
4658,House of Wax,6568,2005,0397065,2,0,490
4659,Monster-in-Law,6575,2005,0369735,0,1,118
4660,Elektra,6640,2005,0357277,3,0,215
4661,Free Zone,7075,2005,0441761,3,0,97
4662,Rofuto,7184,2005,0443231,3,0,0
4663,Chicken Little,7193,2005,0371606,1,0,106
4664,Wolf Creek,7198,2005,0416315,3,0,372
4665,Linda Linda Linda,7248,2005,0468795,3,0,27
4666,Grey&#39;s Anatomy,7256,2005,0413573,0,2,68
4667,Little Einsteins,7266,2005,0756522,1,0,28
4668,13 Tzameti,7390,2005,0475169,1,0,84
4669,West Bank Story,7396,2005,0438575,1,0,10
4670,"Perfect Man, The",7529,2005,0380623,3,0,92
4671,Four Brothers,7539,2005,0430105,1,0,149
4672,Cry_Wolf,7625,2005,0384286,3,0,170
4673,Kronk&#39;s New Groove,8139,2005,0401398,3,0,84
4674,"Producers, The",8390,2005,0395251,0,1,432
4675,Twitches,8415,2005,0467421,1,0,33
4676,Little Fish,8453,2005,0382810,3,1,170
4677,Where the Truth Lies,8476,2005,0373450,3,2,238
4678,All the Invisible Children,8519,2005,0411098,3,0,32
4679,Stay,8532,2005,0371257,1,1,164
4680,"Quiet, The",8537,2005,0414951,3,0,129
4681,Just Sex and Nothing Else,8544,2005,0402115,2,0,7
4682,Say Uncle,8550,2005,0401385,2,1,6
4683,Tickets,8664,2005,0418239,0,0,0
4684,Elizabethtown,8908,2005,0368709,3,0,341
4685,Wallace &amp; Gromit: The Curse of the Were-Rabbit,9092,2005,0312004,1,0,288
4686,La moustache,9139,2005,0428856,2,0,16
4687,Azumi 2: Death or Love,9550,2005,0431641,3,0,15
4688,Survival Island,9745,2005,0377309,2,0,125
4689,Chandramukhi,9959,2005,0449869,2,0,31
4690,Idiocracy,10,2006,0387808,1,0,248
4691,"Devil Wears Prada, The",144,2006,0458352,3,0,211
4692,Pirates of the Caribbean: Dead Man&#39;s Chest,167,2006,0383574,2,0,171
4693,Penelope,171,2006,0472160,3,0,100
4694,"Pursuit of Happyness, The",198,2006,0454921,0,0,57
4695,"Holiday, The",215,2006,0457939,3,0,119
4696,Casino Royale,221,2006,0381061,1,0,327
4697,I Served the King of England,224,2006,0284363,1,0,68
4698,Brand Upon The Brain!,284,2006,0443455,3,1,59
4699,Crank,289,2006,0479884,0,1,254
4700,Marie Antoinette,290,2006,0422720,3,0,261
4701,X-Men: The Last Stand,317,2006,0376994,3,0,193
4702,Children of Men,332,2006,0206634,3,0,379
4703,Volver,366,2006,0441909,3,0,235
4704,Bandidas,370,2006,0416496,3,0,253
4705,Starter for 10,372,2006,0477095,2,0,188
4706,Night at the Museum,416,2006,0477347,3,0,151
4707,El laberinto del fauno (Pan's Labyrinth),421,2006,0457430,3,0,302
4708,Little Children,521,2006,0404203,3,1,272
4709,Once,530,2006,0907657,2,0,95
4710,Stranger Than Fiction,559,2006,0420223,3,0,187
4711,Puccini for Beginners,603,2006,0492481,3,2,49
4712,Akeelah and the Bee,615,2006,0437800,3,0,55
4713,She&#39;s the Man,627,2006,0454945,3,0,143
4714,Little Miss Sunshine,648,2006,0449059,3,2,198
4715,Caffeine,650,2006,0460732,3,1,17
4716,Offside,653,2006,0499537,3,0,17
4717,"Wind That Shakes the Barley, The",725,2006,0460989,1,0,239
4718,Amazing Grace,736,2006,0454776,1,0,146
4719,Bring It On: All or Nothing,762,2006,0490822,3,0,53
4720,Das Leben Der Anderen,791,2006,0405094,0,0,220
4721,Silent Hill,793,2006,0384537,3,0,214
4722,Zwartboek,830,2006,0389557,3,0,449
4723,"Illusionist, The",893,2006,0443543,0,0,211
4724,Man of the Year,920,2006,0483726,1,0,60
4725,Inland Empire,921,2006,0460829,3,0,218
4726,Black Sheep,923,2006,0779982,1,0,371
4727,Still Life (Sanxia haoren),934,2006,0859765,2,0,55
4728,Last Holiday,938,2006,0408985,3,0,96
4729,Nina&#39;s Heavenly Delights,976,2006,0435706,3,1,8
4730,For the Love of a Child,1022,2006,0479917,3,0,10
4731,"Dead Girl, The",1189,2006,0783238,3,0,168
4732,"Woods, The",1347,2006,0380066,3,0,159
4733,"You, Me and Dupree",1558,2006,0463034,1,0,90
4734,Kidulthood,1481,2006,0435680,3,0,282
4735,Jackass Number Two,1302,2006,0493430,1,0,136
4736,"Departed, The",1415,2006,0407887,1,0,559
4737,On the Trail of Igor Rizzi,1605,2006,0832958,0,0,3
4738,Liu hao chukou (Exit No. 6),1505,2006,0934427,3,0,1
4739,300,1271,2006,0416449,0,1,195
4740,Friends with Money,1102,2006,0436331,3,1,176
4741,Lucky Number Slevin,1138,2006,0425210,1,1,135
4742,Eragon,1147,2006,0449010,1,0,87
4743,Art School Confidential,1152,2006,0364955,3,2,199
4744,Gray Matters,1523,2006,0375785,3,2,11
4745,Shortbus,1442,2006,0367027,3,5,119
4746,Bambi II,1596,2006,0447854,1,0,50
4747,Fast Food Nation,1449,2006,0460792,3,0,176
4748,Ice Age: The Meltdown,1581,2006,0438097,1,0,109
4749,A Few Days in September,1542,2006,0446442,3,0,53
4750,"Big Bad Swim, The",1489,2006,0460721,3,0,94
4751,"Queen, The",1412,2006,0436697,3,0,94
4752,For Your Consideration,1615,2006,0470765,3,2,144
4753,Stick It,1665,2006,0430634,3,0,40
4754,Slither,1702,2006,0439815,3,0,161
4755,Mulberry Street,1719,2006,0473514,1,1,83
4756,Smokin&#39; Aces,1811,2006,0475394,3,1,199
4757,Zoom,1853,2006,0383060,3,0,71
4758,Paprika,1864,2006,0851578,3,0,186
4759,Black Christmas,1873,2006,0454082,3,0,237
4760,Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),1878,2006,0808506,3,0,120
4761,Perfume: The Story of a Murderer,1888,2006,0396171,3,1,245
4762,Snakes on a Plane,1894,2006,0417148,3,0,236
4763,Miss Potter,1898,2006,0482546,3,0,166
4764,Running with Scissors,1910,2006,0439289,3,2,295
4765,Southland Tales,1927,2006,0405336,3,0,552
4766,"Fountain, The",1937,2006,0414993,3,0,265
4767,Cars,1946,2006,0317219,1,0,179
4768,Tekkon kinkurito,2002,2006,0831888,0,0,47
4769,Nacho Libre,2026,2006,0457510,0,0,38
4770,"Prestige, The",2036,2006,0482571,1,0,356
4771,Times and Winds,2057,2006,0855729,3,0,157
4772,Inside Man,2089,2006,0454848,3,0,344
4773,"Architect, The",2117,2006,0466665,3,5,96
4774,Hula Girls,2199,2006,0768116,3,0,12
4775,I&#39;m Reed Fish,2260,2006,0464061,2,0,38
4776,Bonneville,2277,2006,0487195,3,0,100
4777,Dreamland,2297,2006,0417614,3,0,10
4778,A Guide to Recognizing Your Saints,2339,2006,0473488,1,0,166
4779,"Good Shepherd, The",2340,2006,0343737,0,0,345
4780,Half Nelson,2359,2006,0468489,3,0,195
4781,A Scanner Darkly,2360,2006,0405296,1,0,233
4782,"Page Turner, The",2405,2006,0487503,3,0,101
4783,Notes on a Scandal,2498,2006,0465551,3,1,138
4784,A Prairie Home Companion,2525,2006,0420087,3,0,151
4785,"Fall, The",2527,2006,0460791,3,0,282
4786,Ultraviolet,2532,2006,0370032,1,0,134
4787,"Guardian, The",2538,2006,0406816,1,0,110
4788,"Gigolos, The",2566,2006,0462309,1,0,16
4789,Five Across the Eyes,2570,2006,0888019,3,0,59
4790,"Bon Cop, Bad Cop",2572,2006,0479647,1,0,125
4791,We Are Marshall,2579,2006,0758794,1,0,89
4792,Letters from Iwo Jima,2580,2006,0498380,1,0,256
4793,Quinceanera,2598,2006,0451176,3,2,189
4794,After the Wedding,2610,2006,0457655,2,0,147
4795,Requiem,2615,2006,0454931,3,0,63
4796,Wristcutters: A Love Story,2616,2006,0477139,1,1,231
4797,Return To Halloweentown,2713,2006,0816520,3,0,21
4798,Il caimano (The Caiman),2800,2006,0429727,3,1,51
4799,"I&#39;m a Cyborg, But That&#39;s OK",2802,2006,0497137,3,0,33
4800,"Science of Sleep, The",2898,2006,0354899,3,1,332
4801,A Crime,2900,2006,0489010,1,0,13
4802,"Gymnast, The",2932,2006,0473074,3,2,35
4803,Clerks II,2941,2006,0424345,3,0,112
4804,Apart From That,2980,2006,0772154,3,0,7
4805,"History Boys, The",3005,2006,0464049,1,2,173
4806,Rainbow Song,3014,2006,0804513,3,0,148
4807,Warau Mikaeru,3018,2006,0461612,3,0,179
4808,Curse of the Golden Flower,3051,2006,0473444,2,0,58
4809,Paris je t&#39;aime,3054,2006,0401711,3,1,275
4810,I Do,3080,2006,0478724,3,0,29
4811,"Zombie Diaries, The",3127,2006,0876294,3,0,3
4812,This Film Is Not Yet Rated,3168,2006,0493459,3,0,58
4813,Love &amp; Suicide,3193,2006,0818940,3,1,12
4814,Material Girls,3199,2006,0433412,3,0,61
4815,Idlewild,3326,2006,0417225,3,0,111
4816,Aquamarine,3335,2006,0429591,3,0,162
4817,Take the Lead,3460,2006,0446046,3,0,114
4818,In Paris,3465,2006,0769508,1,0,13
4819,John Tucker Must Die,3571,2006,0455967,3,0,141
