title,imdbid,year,id,rating
Anna Karenina,0040098,1948,1262,2
Command Decision,0040242,1948,1354,0
Rudolph the Red-Nosed Reindeer,0156031,1948,1601,0
Easter Parade,0040308,1948,1677,3
Rope,0040746,1948,2040,0
"Snake Pit, The",0040806,1948,2098,3
Casbah,0040214,1948,2256,1
"Fuller Brush Man, The",0040379,1948,2300,1
Mr. Blandings Builds His Dream House,0040613,1948,2445,3
"Treasure of the Sierra Madre, The",0040897,1948,3239,0
I Remember Mama,0040458,1948,4390,3
Act of Violence,0041088,1948,4944,2
Call Northside 777,0040202,1948,5115,1
Joan of Arc,0040491,1948,6363,3
Bicycle Thieves,0040522,1948,6517,2
Melody Time,0040580,1948,8054,1
Macbeth,0040558,1948,8264,1
It Happened in Europe,0039949,1948,8559,0
Abbott and Costello Meet Frankenstein,0040068,1948,10163,3
"Third Man, The",0041959,1949,611,0
"Barkleys of Broadway, The",0041158,1949,1684,3
On the Town,0041716,1949,1690,3
Adam's Rib,0041090,1949,1716,3
Pinky,0041746,1949,1736,3
Caught,0040221,1949,1841,3
"Set-Up, The",0041859,1949,1986,0
Little Women,0041594,1949,2232,3
Mighty Joe Young,0041650,1949,2651,0
"Man on the Eiffel Tower, The",0041628,1949,2849,2
Late Spring,0041154,1949,3539,3
A Letter to Three Wives,0041587,1949,3967,3
Kind Hearts and Coronets,0041546,1949,4008,1
"Fountainhead, The",0041386,1949,4554,1
"Heiress, The",0041452,1949,6358,3
I Was a Male War Bride,0041498,1949,7018,2
"Adventures of Ichabod and Mr. Toad, The",0041094,1949,7059,0
Under Capricorn,0042004,1949,7341,3
All the King's Men,0041113,1949,9597,1
Tarzan's Magic Fountain,0041947,1949,9702,0
Jour de Fete,0040497,1949,9982,0
Flame of My Love,0042031,1949,10135,3
Flamingo Road,0041373,1949,10174,3
All About Eve,0042192,1950,139,3
Sunset Blvd.,0043014,1950,608,3
Cinderella,0042332,1950,1057,3
Rashomon,0042876,1950,1402,0
Summer Stock,0043012,1950,1678,3
"Asphalt Jungle, The",0042208,1950,2099,1
Harvey,0042546,1950,2596,2
Orpheus,0041719,1950,3295,2
Born Yesterday,0042276,1950,3990,3
"Flying Saucer, The",0042469,1950,4031,1
In a Lonely Place,0042593,1950,4417,2
Odette,0043871,1950,4521,3
No Way Out,0042792,1950,5232,3
D.O.A.,0042369,1950,5350,1
Stage Fright,0042994,1950,6233,3
Scandal,0042958,1950,7144,3
Les enfants terribles,0042436,1950,7836,3
Three Secrets,0043045,1950,8363,3
Tarzan and the Slave Girl,0043025,1950,9700,0
Caged,0042296,1950,10059,3
Panic in the Streets,0042832,1950,10181,0
Ace In The Hole,0043338,1951,871,2
Strangers on a Train,0044079,1951,1417,2
Alice in Wonderland,0043274,1951,1207,3
"African Queen, The",0043265,1951,1491,0
"Day the Earth Stood Still, The",0043456,1951,1916,3
A Streetcar Named Desire,0044081,1951,2930,3
Show Boat,0044030,1951,2977,3
Diary of a Country Priest,0042619,1951,2989,1
An American in Paris,0043278,1951,3389,1
Early Summer,0043313,1951,3222,3
"Thing from Another World, The",0044121,1951,3293,1
Bellissima,0043332,1951,3825,3
Take Care of My Little Girl,0044100,1951,4510,3
Quo Vadis,0043949,1951,5092,3
Cause for Alarm!,0043390,1951,5739,3
Westward the Women,0044205,1951,6498,3
"Idiot, The",0043614,1951,7157,3
Surcos,0044092,1951,7435,3
Tarzan's Peril,0043695,1951,9703,1
Singin' in the Rain,0045152,1952,612,3
"Magic Box, The",0043769,1952,1243,2
"Big Sky, The",0044419,1952,1465,0
Lovely to Look at,0044855,1952,1689,3
High Noon,0044706,1952,2704,2
"Quiet Man, The",0045061,1952,2737,1
Clash by Night,0044502,1952,3403,3
Forbidden Games,0043686,1952,5972,3
Limelight,0044837,1952,6917,1
"Snows of Kilimanjaro, The",0045162,1952,6941,1
Ikiru,0044741,1952,7162,1
"Bad and the Beautiful, The",0044391,1952,7323,2
Europe '51,0043511,1952,8241,3
"Greatest Show on Earth, The",0044672,1952,9596,2
Tarzan's Savage Fury,0045220,1952,9701,0
Parasakthi,0215033,1952,9955,2
"Story of Robin Hood and His Merrie Men, The",0045197,1952,9975,3
Julius Caesar,0045943,1953,1272,1
Peter Pan,0046183,1953,1118,3
Le Salaire de la Peur,0046268,1953,1444,1
Roman holiday,0046250,1953,1554,3
Mogambo,0046085,1953,1362,2
Tokyo Story,0046438,1953,1630,3
"Band Wagon, The",0045537,1953,1692,1
Stalag 17,0046359,1953,1883,0
"War of the Worlds, The",0046534,1953,2375,1
Calamity Jane,0045591,1953,2427,3
Gentlemen Prefer Blondes,0045810,1953,2547,3
"Cruel Sea, The",0045659,1953,2553,3
Miss Sadie Thompson,0046076,1953,3124,3
Salome,0046269,1953,3125,3
Shane,0046303,1953,3303,1
Mesa of Lost Women,0046066,1953,3958,1
From Here to Eternity,0045793,1953,4071,3
"Hitch-Hiker, The",0045877,1953,4301,0
I Confess,0045897,1953,4616,1
"Big Heat, The",0045555,1953,4854,3
How to Marry a Millionaire,0045891,1953,4909,3
Fear and Desire,0045758,1953,5366,0
Pickup on South Street,0046187,1953,5736,3
Mr. Hulot's Holiday,0046487,1953,5937,3
Ugetsu,0046478,1953,5973,2
Summer with Monika,0046345,1953,5998,3
Glen or Glenda,0045826,1953,6797,0
"Wild One, The",0047677,1953,7693,1
"Beast from 20,000 Fathoms, The",0045546,1953,7900,1
Inferno,0045911,1953,8011,0
"5,000 Fingers of Dr. T., The",0045464,1953,8466,0
It Came from Outer Space,0045920,1953,8634,2
"earrings of Madame de..., The",0046022,1953,9004,3
House of Wax,0045888,1953,9290,3
Tarzan and the She-Devil,0046404,1953,9704,1
Cat Women of the Moon,0045609,1953,10171,3
Phffft,0047349,1954,586,2
Touchez pas au grisbi,0046451,1954,657,1
Seven Brides for Seven Brothers,0047472,1954,1351,3
White Christmas,0047673,1954,1391,3
Johnny Guitar,0047136,1954,1694,2
On the Waterfront,0047296,1954,1812,0
20000 Leagues Under the Sea,0046672,1954,1965,0
Rear Window,0047396,1954,2132,3
Them!,0047573,1954,2158,1
Sabrina,0047437,1954,2294,3
Hobson's Choice,0047094,1954,2426,3
Knock on Wood,0047152,1954,2746,1
Dial M for Murder,0046912,1954,3337,0
Shichinin no samurai,0047478,1954,3600,0
A Star Is Born,0047522,1954,3674,1
Executive Suite,0046963,1954,3925,2
Journey to Italy,0046511,1954,3954,3
"Glenn Miller Story, The",0047030,1954,3993,2
Three Coins in the Fountain,0047580,1954,4048,3
Late Chrysanthemuns,0046750,1954,4710,3
Creature from the Black Lagoon,0046876,1954,4883,0
Attila,0046731,1954,5124,2
Salt of the Earth,0047443,1954,5356,3
Gojira,0047034,1954,5505,1
Animal Farm,0047834,1954,7346,0
Uwasa no onna,0047638,1954,7580,3
Comicos,0045665,1954,7610,3
An American in Rome,0046705,1954,8109,1
Carmen Jones,0046828,1954,8441,3
Miseria e nobilta,0047238,1954,9054,3
Jail Bait,0047127,1954,9176,3
"Caine Mutiny, The",0046816,1954,9567,1
To Catch a Thief,0048728,1955,782,3
"Night of the Hunter, The",0048424,1955,878,3
Lady and the Tramp,0048280,1955,1170,2
Daddy Long Legs,0047969,1955,1693,3
Sommarnattens leende (Smiles of a Summer Night),0048641,1955,1735,2
"Ladykillers, The",0048281,1955,1827,3
Guys and Dolls,0048140,1955,2115,3
Diabolique,0046911,1955,2344,3
"Dam Busters, The",0046889,1955,2552,1
Rebel Without a Cause,0048545,1955,2926,1
"Fast and the Furious, The",0046969,1955,3158,3
"Big Combo, The",0047878,1955,3339,2
Rififi,0048021,1955,3404,1
We're No Angels,0048801,1955,3739,3
Bride of the Monster,0047898,1955,4073,3
Tarantula,0048696,1955,4108,0
Marty,0048356,1955,4442,3
Oklahoma!,0048445,1955,4754,3
"Seven Year Itch, The",0048605,1955,4896,1
Summertime,0048673,1955,5165,3
Killer's Kiss,0048254,1955,5403,1
Pather Panchali,0048473,1955,5471,3
Godzilla Raids Again,0048127,1955,6055,2
This Island Earth,0047577,1955,6468,0
"Glass Slipper, The",0048124,1955,6481,3
My Sister Eileen,0048401,1955,6615,3
"Prisoner, The",0048512,1955,7262,0
"Trouble with Harry, The",0048750,1955,7360,2
"Prodigal, The",0048517,1955,7797,3
Les grandes manoeuvres,0048133,1955,7878,3
Not as a Stranger,0048432,1955,8014,2
"Searchers, The",0049730,1956,357,3
"Spanish Gardener, The",0049787,1956,1559,2
"Bad Seed, The",0048977,1956,1216,3
"King and I, The",0049408,1956,1092,2
"Iron Petticoat, The",0049369,1956,1545,1
"Wrong Man, The",0051207,1956,2219,1
Forbidden Planet,0049223,1956,2306,0
Gunslinger,0049287,1956,2647,3
Invasion of the Body Snatchers,0049366,1956,2698,3
"Court Jester, The",0049096,1956,2730,2
War and Peace,0049934,1956,2861,3
Bigger Than Life,0049010,1956,2904,0
"Ten Commandments, The",0049833,1956,3076,2
...And God Created Woman,0049189,1956,3409,3
Around the World in Eighty Days,0048960,1956,3981,0
"Proud and Profane, The",0049640,1956,4245,3
Indestructible Man,0049363,1956,4402,1
Bus Stop,0049038,1956,4670,3
"Killing, The",0049406,1956,5414,1
Aparajito,0048956,1956,5470,3
Un condamne a mort s'est echappe ou Le vent souffle ou il veut,0049902,1956,5555,0
Saboteur,0035279,1956,5938,1
Rodan,0049782,1956,6064,1
"Man Who Never Was, The",0049471,1956,6308,3
High Society,0049314,1956,6641,3
Calle mayor [Main Street],0049043,1956,7394,3
"Man Who Knew Too Much, The",0049470,1956,7442,2
Flowing,0049537,1956,8314,3
"Unguarded Moment, The",0049904,1956,8358,1
Eyewitness,0049196,1956,8398,3
Sissi - The Young Empress,0049762,1956,8872,3
La banda degli onesti,0048981,1956,9055,2
"Captain from Kopenick, The",0049293,1956,9719,1
Le coup du berger,0049095,1956,9993,3
12 Angry Men,0050083,1957,302,0
"True Story of Jesse James, The",0051114,1957,965,2
Desk Set,0050307,1957,993,3
"Cranes Are Flying, The",0050634,1957,1015,3
"Incredible Shrinking Man, The",0050539,1957,1291,0
Paths of Glory,0050825,1957,1274,0
Old Yeller,0050798,1957,1121,1
Three Faces of Eve,0051077,1957,1660,0
Funny Face,0050419,1957,1747,3
Nights of Cabiria,0050783,1957,1765,3
Kanal,0050585,1957,1800,1
"Enemy Below, The",0050356,1957,1989,0
"Seventh Seal, The",0050976,1957,2043,1
Night of the Demon,0050766,1957,2160,3
Sweet Smell of Success,0051036,1957,2301,1
Fire Down Below,0050397,1957,2420,0
"Heaven Knows, Mr. Allison",0050490,1957,2429,0
Smultronstället (Wild Strawberries),0050986,1957,2520,2
Sayonara,0050933,1957,2578,2
Tammy and the Bachelor,0051051,1957,2895,3
"Bridge on the River Kwai, The",0050212,1957,2981,1
"Prince and the Showgirl, The",0050861,1957,3007,3
An Affair to Remember,0050105,1957,3429,2
Oedipus Rex,0050792,1957,3994,1
A Face in the Crowd,0050371,1957,4552,1
Sorority Girl,0050998,1957,4559,3
Witness for the Prosecution,0051201,1957,4933,1
"Mysterians, The",0050251,1957,6624,3
Kiss Them for Me,0050599,1957,7017,2
Forty Guns,0050407,1957,7136,2
Throne of Blood,0050613,1957,7165,0
Amanecer en Puerta Oscura,0050116,1957,7420,3
El vampiro,0051151,1957,8321,3
Island in the Sun,0050549,1957,8685,3
Kronos,0050610,1957,8736,0
Danger stalks near,0050421,1957,9006,3
Vertigo,0052357,1958,609,1
Mädchen in Uniform,0051964,1958,1572,3
"Fabulous World of Jules Verne, The",0052374,1958,1247,0
"Vikings, The",0052365,1958,1255,2
Run Silent Run Deep,0052151,1958,1363,0
Teacher's Pet,0052278,1958,1364,1
"Fly, The",0051622,1958,2281,2
"Day the Sky Exploded, The",0051951,1958,2373,1
Dracula (Horror of Dracula),0051554,1958,2476,3
"Wild Women of Wongo, The",0052394,1958,2585,3
"Screaming Skull, The",0052169,1958,2763,2
Mon Oncle,0050706,1958,2823,3
Touch of Evil,0052311,1958,3146,1
Gigi,0051658,1958,3056,2
"Defiant Ones, The",0051525,1958,3238,0
Auntie Mame,0051383,1958,3321,3
Separate Tables,0052182,1958,3926,3
South Pacific,0052225,1958,3977,3
Indiscreet,0051773,1958,4211,3
I Bury the Living,0051755,1958,4410,1
"Inn of the Sixth Happiness, The",0051776,1958,4849,3
Cat on a Hot Tin Roof,0051459,1958,6012,3
Love Is My Profession,0051579,1958,6938,3
Blood of the Vampire,0051422,1958,7054,0
"Hidden Fortress, The",0051808,1958,7135,0
It! The Terror from Beyond Space,0051786,1958,7606,1
Brink of Life,0052017,1958,8344,3
I Want To Live!,0051758,1958,8450,3
"400 Blows, The",0053198,1959,236,0
Sleeping Beauty,53285,1959,474,3
Ben-Hur,0052618,1959,1419,3
Journey to the Center of the Earth,0052948,1959,1256,1
"Nun's Story, The",0053131,1959,1555,3
Darby O'Gill and the Little People,0052722,1959,1591,3
Some Like It Hot,0053291,1959,2023,3
Imitation of Life,0052918,1959,2095,3
North By Northwest,0053125,1959,2228,1
"Suddenly, Last Summer",0053318,1959,2645,3
"Giant Gila Monster, The",0052846,1959,2796,3
Araya,0051372,1959,3119,3
"Tingler, The",0053363,1959,3166,1
Come Dance with Me!,0053428,1959,3442,3
Good Morning (Ohayô),0053134,1959,3525,3
"Great War, The",0052861,1959,3608,1
Ghost of Dragstrip Hollow,0052844,1959,4050,3
A Bucket of Blood,0052655,1959,4065,2
Anatomy of a Murder,0052561,1959,4199,1
House on Haunted Hill,0051744,1959,4373,3
"Wasp Woman, The",0054462,1959,4392,3
"Bat, The",0052602,1959,4523,3
Gidget,0052847,1959,6405,3
Battle in Outer Space,0053388,1959,6645,1
Apur Sansar,0052572,1959,6833,0
Rio Bravo,0053221,1959,6901,1
Pillow Talk,0053172,1959,8392,3
"World, The Flesh and The Devil, The",0053454,1959,8677,0
Plan 9 from Outer Space,0052077,1959,9161,1
Night of the Ghouls,0156843,1959,9169,1
Sleeping Beauty,0053285,1959,9209,3
"Bridge, The",0052654,1959,9379,3
Where the Boys Are,0054469,1960,590,2
Les yeux sans visage,0053459,1960,656,3
A bout de souffle,0053472,1960,799,0
"Magnificent Seven, The",0054047,1960,1295,0
Spartacus,0054331,1960,1273,2
Inherit the Wind,0053946,1960,1712,3
"Apartment, The",0053604,1960,1995,3
Psycho,0054215,1960,2039,3
Exodus,0053804,1960,2144,3
Let's Make Love,0054022,1960,2546,2
Late Autumn,0053579,1960,2808,3
Body in the Web,0054333,1960,2950,3
Rocco and His Brothers,0054248,1960,2988,2
Black Sunday,0054067,1960,3286,3
Testament of Orpheus,0054377,1960,3294,1
Jigoku (Hell or The Sinners of Hell),0154683,1960,3328,3
"City of the Dead, The",0053719,1960,3634,3
Zazie dans le metro,0054494,1960,3827,3
Make Mine Mink,0054049,1960,4117,3
"Truth, The",0054452,1960,5122,3
"Story of Ruth, The",0054343,1960,5123,3
"Virgin Spring, The",0053976,1960,5380,3
Wild River,0054476,1960,6146,3
La Dolce Vita,0053779,1960,6080,2
La ciociara,0054749,1960,6756,3
Peeping Tom,0054167,1960,6796,2
Le Trou,0054407,1960,6854,0
"Brides of Dracula, The",0053677,1960,8275,3
Shoot the Piano Player,0054389,1960,8367,2
School for Scoundrels,0054279,1960,8566,1
Conspiracy of Hearts,0053732,1960,8992,3
Nerve on Sunday,0054198,1960,9026,2
First Spaceship on Venus,0053250,1960,9207,1
"Time Machine, The",0054387,1960,9338,0
"Bad Sleep Well, The",0054460,1960,9894,1
Les Bonnes Femmes,0053666,1960,9992,3
Last Woman on Earth,0054017,1960,10170,0
Yojimbo,0055630,1961,660,1
"Children's Hour, The",0054743,1961,833,3
"Phantom Planet, The",0055294,1961,1292,0
Breakfast at Tiffany's,0054698,1961,1191,2
Mysterious Island,0055207,1961,1257,0
Underworld U.S.A.,0055571,1961,1165,3
One Hundred and One Dalmatians,0055254,1961,1171,3
El Cid,0054847,1961,1546,1
"Misfits, The",0055184,1961,1365,3
"Hustler, The",0054997,1961,1958,0
"One, Two, Three",0055256,1961,2392,3
West Side Story,0055614,1961,2560,3
"Beast of Yucca Flats, The",0054673,1961,2797,0
Blue Hawaii,0054692,1961,3724,3
Paris Blues,0055278,1961,3909,3
Splendor in the Grass,0055471,1961,4198,3
A Taste of Honey,0055506,1961,4539,3
"Parent Trap, The",0055277,1961,4580,3
A Raisin in the Sun,0055353,1961,5485,3
Snow White and the Three Stooges,0055458,1961,5797,3
La Notte,0054130,1961,6102,3
Mothra,0055198,1961,6448,0
A Woman Is a Woman,0055572,1961,6539,0
"Guns of Navarone, The",0054953,1961,6653,1
"Curse of the Werewolf, The",0054777,1961,7344,3
"Leon Morin, Priest",0055082,1961,7798,3
Accattone,0054599,1961,7831,3
Through a Glass Darkly,0055499,1961,7968,0
"Innocents, The",0055018,1961,8019,3
Flame in the Streets,0054879,1961,8676,3
Lola,0055093,1961,9268,2
King of Kings,0055047,1961,9607,3
Jules and Jim,0055032,1962,237,1
Ivanovo detstvo,0056111,1962,691,1
Lawrence of Arabia,0056172,1962,1042,0
What Ever Happened to Baby Jane?,0056687,1962,1298,3
Lolita,0056193,1962,1279,3
To Kill a Mockingbird,0056592,1962,1108,3
"Day of the Triffids, The",0055894,1962,1613,3
"Manchurian Candidate, The",0056218,1962,1954,1
"Trial, The",0057427,1962,2183,1
"Music Man, The",0056262,1962,2430,3
Carnival of Souls,0055830,1962,2591,3
Cleo from 5 to 7,0055852,1962,2609,3
"Brain That Wouldn't Die, The",0052646,1962,2762,2
Gypsy,0056048,1962,3079,3
"Trial of Joan of Arc, The",0059616,1962,3160,0
"L-Shaped Room, The",0057239,1962,3829,3
La Jetee,0056119,1962,3845,0
"Devil's Hand, The",0055902,1962,4407,2
Les dimanches de Ville d'Avray,0055910,1962,4481,3
That Touch of Mink,0056575,1962,4513,2
Dr. No,0055928,1962,4637,1
"Miracle Worker, The",0056241,1962,5686,3
King Kong vs. Godzilla,0056142,1962,6119,3
Hatari!,0056059,1962,6332,3
"Loneliness of the Long Distance Runner, The",0056194,1962,6516,3
Boccaccio ´70,0055805,1962,7120,2
Advise & Consent,0055728,1962,7159,3
War of the Buttons,0054949,1962,7312,0
Cartouche,0055832,1962,7440,1
Atraco a las tres,0055763,1962,7588,1
Walk on the Wild Side,0056671,1962,8673,3
Vivre Sa Vie,0056663,1962,8849,3
"Longest Day, The",0056197,1962,9106,0
"Treasure of the Silver Lake, The",0056452,1962,9690,1
Antoine and Colette,1180329,1962,9920,0
Hara-Kiri,0056058,1962,9818,0
"Great Escape, The",0057115,1963,202,0
Irma la Douce,0057187,1963,607,2
"Pink Panther, The",0057413,1963,629,1
55 Days at Peking,0056800,1963,1251,1
"Bakery Girl of Monceau, The",0056884,1963,1635,1
Charade,0056923,1963,1984,2
Lord of the Flies,0057261,1963,1990,0
Shock Corridor,0057495,1963,2102,0
"Birds, The",0056869,1963,2345,3
Beach Party,0056860,1963,2549,2
Carry on Cabby,0056912,1963,2772,3
Contempt,0057345,1963,3382,1
Bye Bye Birdie,0056891,1963,3725,3
"Sword in the Stone, The",0057546,1963,3810,0
Khaneh siah ast (The House is Black),0336693,1963,3939,0
"Haunting, The",0057129,1963,4206,3
"Kiss of the Vampire, The",0057226,1963,4331,2
Summer Magic,0057542,1963,4347,3
Dementia 13,0056983,1963,4394,3
Tom Jones,0057590,1963,4494,3
From Russia with Love,0057076,1963,4659,3
X: The Man with the X-Ray Eyes,0057693,1963,4951,1
"Move Over, Darling",0057329,1963,5230,3
"Silence, The",0057611,1963,5379,3
"Raven, The",0057449,1963,5712,1
"Guest, The",0058164,1963,5772,0
8½,0056801,1963,5846,3
Sanjuro,0056443,1963,6044,3
El verdugo,0057643,1963,6327,1
Atragon,0057215,1963,6460,0
Summer Holiday,0057541,1963,6514,3
"Servant, The",0057490,1963,6988,3
Suzanne's Career,0056910,1963,7925,3
Winter Light,0057358,1963,7969,1
"Incredible Journey, The",0057180,1963,8440,1
Unearthly Stranger,0057623,1963,8648,1
It's a Mad Mad Mad Mad World,0057193,1963,9226,3
Cleopatra,0056937,1963,9388,3
Winnetou,0057687,1963,9686,1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0057012,1964,341,0
Per un pugno di dollari (A Fisful of Dollars),0058461,1964,661,1
Mary Poppins,0058331,1964,701,3
"Rudolph, the Red-Nosed Reindeer",0058536,1964,1600,1
Der Geteilte Himmel (Divided Heaven),0058139,1964,1198,2
Woman in the Dunes,0058625,1964,1212,0
Bedtime Story,0057878,1964,1250,1
First Men in the Moon,0058100,1964,1253,1
"Long Ships, The",0057259,1964,1254,1
My Fair Lady,0058385,1964,1688,3
A Hard Day's Night,0058182,1964,1957,1
Band of Outsiders,0057869,1964,2204,3
"Americanization of Emily, The",0057840,1964,2385,2
Zulu,0058777,1964,2483,0
Bikini Beach,0057887,1964,2557,2
Man's Favorite Sport?,0058324,1964,2720,2
Marriage Italian Style,0058335,1964,2766,3
"Hush...Hush, Sweet Charlotte",0058213,1964,2922,3
"Gospel According to St. Matthew, The",0058715,1964,3189,1
King & Country,0058263,1964,3250,0
Onibaba,0058430,1964,3327,0
Fail-Safe,0058083,1964,3569,1
Viva Las Vegas,0058725,1964,3680,0
Goldfinger,0058150,1964,3807,1
Dead Ringer,0057997,1964,4263,3
"Umbrellas of Cherbourg, The",0058450,1964,4356,3
"Last Man on Earth, The",0058700,1964,4376,1
Code Name: Tiger,0058658,1964,4484,3
"Train, The",0059825,1964,4497,1
"Ghidorah, the Three-Headed Monster",0058544,1964,4501,3
Carry On Cleo,0057918,1964,4673,1
"Unsinkable Molly Brown, The",0058708,1964,5513,3
Red Desert,0058003,1964,6112,3
Godzilla vs. The Thing (Mothra vs. Godzilla),0058379,1964,6326,1
Marnie,0058329,1964,6402,3
A shot in the dark,0058586,1964,6555,1
"Chalk Garden, The",0057933,1964,7202,3
Nikutai no mon [Gate of Flesh],0058409,1964,7236,3
La tia Tula,0058695,1964,7399,3
Seduced and abandoned,0058564,1964,7804,3
"Time Travelers, The",0058659,1964,7991,2
Old Shatterhand,0057380,1964,9689,1
Winnetou: The Red Gentleman,0058751,1964,9692,1
Amongst Vultures,0058709,1964,9695,0
"Yellow One, The",0058553,1964,9697,1
"Sound of Music, The",0059742,1965,601,3
Gulliver's Travels Beyond the Moon,0059212,1965,2075,0
Juliet of the Spirits,0059229,1965,2186,3
